Market,Suscriber,Format,oct,nov,dec
BAKERSFIELD,KCHJ-AM,Spanish Oldies,2.9,2.5,1.7
BAKERSFIELD,KERN-AM,News Talk Information,1.7,1.6,1.7
BAKERSFIELD,KQMX-FM,Mexican Regional,2.0,2.1,1.5
BAKERSFIELD,KRJK-FM,Country,1.2,1.3,1.2
BAKERSFIELD,KEAL-FM,Mexican Regional,0.3,0.8,1.1
BAKERSFIELD,KGEO-AM,All Sports,1.1,0.8,0.9
BAKERSFIELD,KQKZ-FM,Spanish Variety,0.6,0.3,0.9
BAKERSFIELD,KRWI-FM,Hot Adult Contemporary,0.5,0.5,0.9
BAKERSFIELD,KBQF-FM,Spanish Adult Hits,0.9,0.8,0.8
BAKERSFIELD,KBDS-FM,Rhythmic Contemporary Hit Radio,0.6,0.3,0.6
BAKERSFIELD,KVPM-FM,Rhythmic Oldies,0.6,0.5,0.5
BAKERSFIELD,KHTY-AM,All Sports,0.3,0.3,0.3
BAKERSFIELD,KMQA-FM,Mexican Regional,0.6,0.6,0.2
BAKERSFIELD,KVLI-AM,Classic Country,0.2,0.2,0.2
BAKERSFIELD,KWAC-AM,Spanish Religious,0.2,0.2,*
BALTIMORE,WLIF-FM,Adult Contemporary,6.8,6.8,7.7
BALTIMORE,WIYY-FM,Mainstream Rock,7.7,6.6,6.9
BALTIMORE,WWIN-FM,Urban Adult Contemporary,7.7,7.5,6.7
BALTIMORE,WERQ-FM,Urban Contemporary,7.2,7.6,6.6
BALTIMORE,WJZ-FM,All Sports,3.8,4.7,5.0
BALTIMORE,WPOC-FM,Country,4.3,4.5,4.6
BALTIMORE,WRBS-FM,Contemporary Christian,5.6,5.5,4.6
BALTIMORE,WQSR-FM,Adult Hits,3.8,4.7,4.4
BALTIMORE,WYPR-FM,News Talk Information,4.6,5.6,4.0
BALTIMORE,WCBM-AM,News Talk Information,3.2,3.4,3.7
BALTIMORE,WWMX-FM,Hot Adult Contemporary,2.9,3.0,3.4
BALTIMORE,WZBA-FM,Classic Rock,3.7,2.8,3.0
BALTIMORE,WTMD-FM,Album Adult Alternative,2.6,2.9,2.9
BALTIMORE,WBAL-AM,News Talk Information,3.0,2.7,2.7
BALTIMORE,WZFT-FM,Pop Contemporary Hit Radio,2.4,2.7,2.0
BALTIMORE,WTOP-FM,All News,1.3,1.6,1.8
BALTIMORE,WBJC-FM,Classical,1.4,0.9,1.6
BALTIMORE,WGTS-FM,Contemporary Christian,0.6,0.8,1.2
BALTIMORE,WKYS-FM,Urban Contemporary,0.9,1.1,0.9
BALTIMORE,WLIF-FM HD2,Contemporary Inspirational,1.0,0.9,0.9
BALTIMORE,WEAA-FM,Jazz,0.9,0.9,0.8
BALTIMORE,WDCH-FM,All News,0.7,0.7,0.7
BALTIMORE,WCAO-AM,Gospel,0.3,0.5,0.4
BALTIMORE,WMMJ-FM,Urban Adult Contemporary,0.6,0.7,0.4
BALTIMORE,WEAA-FM Stream,Jazz,0.3,0.2,0.2
BALTIMORE,WPRS-FM,Contemporary Inspirational,0.1,0.2,0.2
BALTIMORE,WJZ-AM,All Sports,*,0.1,0.1
BALTIMORE,WLIF-FM HD3,Religious,0.1,*,*
BANGOR,WQCB-FM,Country,10.2,11.4,11.7
BANGOR,WVOM-FM,News Talk Information,8.4,5.1,8.2
BANGOR,WKIT-FM,Classic Rock,10.8,11.4,7.6
BANGOR,WBZN-FM,Pop Contemporary Hit Radio,4.2,5.7,5.8
BANGOR,WBAK-FM,Classic Hits,4.2,3.8,4.1
BANGOR,WBFB-FM,Country,2.4,4.4,4.1
BANGOR,WTOS-FM,Album Oriented Rock,3.6,4.4,4.1
BANGOR,WWMJ-FM,Classic Rock,3.0,5.7,4.1
BANGOR,WMEH-FM,Educational,6.0,5.7,3.5
BANGOR,WEZQ-FM,All Sports,3.0,1.3,2.3
BANGOR,WBQE-FM,Classical,1.2,1.3,1.8
BANGOR,WKSQ-FM,Adult Contemporary,5.4,3.8,1.8
BANGOR,WMEA-FM,Educational,0.6,1.3,1.8
BANGOR,WZON-AM,Oldies,0.6,0.6,1.2
BANGOR,WTOS-AM,Active Rock,1.2,0.6,0.6
BANGOR,WZLO-FM,Album Adult Alternative,1.2,0.6,0.6
BANGOR,WABK-FM,Classic Hits,0.6,*,*
BANGOR,WMCM-FM,Country,*,*,*
BANGOR,WNSX-FM,Classic Hits,0.6,0.6,*
BANGOR,WQSS-FM,Adult Contemporary,0.6,*,*
BATON ROUGE,KQXL-FM,Urban Adult Contemporary,14.2,15.1,14.2
BATON ROUGE,WEMX-FM,Urban Contemporary,11.3,11.7,10.3
BATON ROUGE,WFMF-FM,Pop Contemporary Hit Radio,4.6,4.9,5.6
BATON ROUGE,WYNK-FM,Country,4.4,4.3,4.4
BATON ROUGE,WJBO-AM,News Talk Information,3.2,3.7,4.1
BATON ROUGE,WRQQ-FM,Classic Hits,4.3,4.6,3.8
BATON ROUGE,KRVE-FM,Adult Contemporary,3.9,3.2,3.1
BATON ROUGE,WXOK-AM,Gospel,2.9,2.1,2.9
BATON ROUGE,WRKF-FM,News Talk Information,2.1,1.9,2.1
BATON ROUGE,WYNK-FM HD2,Classic Hits,1.9,1.7,1.5
BATON ROUGE,WBRH-FM,Jazz,1.8,1.1,1.3
BATON ROUGE,KVDU-FM,Urban Adult Contemporary,*,0.4,0.8
BATON ROUGE,KBRH-AM,Urban Oldies,*,*,0.1
BATON ROUGE,KRVE-FM HD2,Contemporary Christian,*,0.1,0.1
BEAUMONT -PORT,KTCX-FM,Urban Contemporary,14.9,15.9,16.6
BEAUMONT -PORT,KCOL-FM,Classic Hits,6.5,7.8,7.7
BEAUMONT -PORT,KIOC-FM,Active Rock,5.3,6.9,7.4
BEAUMONT -PORT,KYKR-FM,Country,5.9,7.2,6.2
BEAUMONT -PORT,KKMY-FM,Rhythmic Contemporary Hit Radio,5.0,5.7,5.2
BEAUMONT -PORT,KLVI-AM,News Talk Information,3.1,3.3,4.0
BEAUMONT -PORT,KQXY-FM,Pop Contemporary Hit Radio,3.1,2.7,3.7
BEAUMONT -PORT,KAYD-FM,Country,2.2,2.7,3.1
BEAUMONT -PORT,KKMY-FM HD2,Urban Contemporary,1.2,1.2,1.8
BILOXI-GULFPORT,WJZD-FM,Urban Adult Contemporary,6.8,7.8,8.1
BILOXI-GULFPORT,WMJY-FM,Adult Contemporary,5.9,4.5,7.8
BILOXI-GULFPORT,WBUV-FM,News Talk Information,4.1,3.9,4.7
BILOXI-GULFPORT,WKNN-FM,Country,6.8,6.9,3.4
BILOXI-GULFPORT,WQYZ-FM,Classic Rock,2.7,2.7,2.2
BINGHAMTON,WHWK-FM,Country,12.3,11.1,14.0
BINGHAMTON,WAAL-FM,Classic Rock,7.0,6.3,7.0
BINGHAMTON,WSKG-FM,News Talk Information,4.3,4.2,6.5
BINGHAMTON,WKGB-FM,Active Rock,4.8,4.8,5.9
BINGHAMTON,WMXW-FM,Adult Contemporary,3.2,5.3,4.8
BINGHAMTON,WBNW-FM,Pop Contemporary Hit Radio,4.8,6.9,3.8
BINGHAMTON,WNBF-AM,News Talk Information,5.3,6.3,3.8
BINGHAMTON,WWYL-FM,Pop Contemporary Hit Radio,2.7,3.7,2.2
BINGHAMTON,WBBI-FM,Country,2.7,2.1,1.6
BINGHAMTON,WSQX-FM,Classical,2.1,0.5,1.6
BINGHAMTON,WINR-AM,Classic Country,1.1,0.5,1.1
BINGHAMTON,WENE-AM,All Sports,0.5,0.5,0.5
BLOOMINGTON,WBNQ-FM,Pop Contemporary Hit Radio,8.1,10.2,15.1
BLOOMINGTON,WBWN-FM,Country,7.2,6.1,5.7
BLOOMINGTON,WGLT-FM,News Talk Information,3.6,2.0,3.8
BLOOMINGTON,WJBC-AM,News Talk Information,4.5,3.1,3.8
BLOOMINGTON,WJBC-FM,Country,0.9,*,0.9
BLOOMINGTON,WZND-FM,Variety,2.7,*,*
BOISE,KQBL-FM,Country,6.6,5.9,6.4
BOISE,KSRV-FM,Adult Hits,5.2,4.4,4.9
BOISE,KTHI-FM,Country,2.3,2.7,4.4
BOISE,KQXR-FM,Active Rock,3.5,3.4,4.0
BOISE,KZMG-FM,Hot Adult Contemporary,3.7,5.1,4.0
BOISE,KBOI-AM,News Talk Information,6.6,5.6,3.8
BOISE,KSAS-FM,Pop Contemporary Hit Radio,1.7,3.4,3.8
BOISE,KBSX-FM,News Talk Information,3.7,4.2,3.3
BOISE,KKOO-AM,Classic Hits,2.9,3.2,3.3
BOISE,KXLT-FM,Adult Contemporary,3.3,5.1,3.3
BOISE,KIDO-AM,News Talk Information,2.5,2.9,3.1
BOISE,KWYD-FM,Rhythmic Contemporary Hit Radio,2.7,2.4,3.1
BOISE,KAWO-FM,New Country,2.7,3.2,2.9
BOISE,KBSU-FM,Classical,1.7,2.7,2.9
BOISE,KJOT-FM,Adult Hits,2.5,1.7,2.9
BOISE,KKGL-FM,Classic Rock,4.4,2.2,2.9
BOISE,KTSY-FM,Contemporary Christian,3.9,4.2,2.9
BOISE,KIZN-FM,New Country,3.3,2.4,2.7
BOISE,KCIX-FM,Hot Adult Contemporary,1.7,3.2,1.8
BOISE,KQFC-FM,Soft Adult Contemporary,1.0,1.2,1.8
BOISE,KQBL-FM HD2,Active Rock,1.2,1.2,1.5
BOISE,KTIK-AM,All Sports,1.7,1.7,1.5
BOISE,KQBL-FM HD3,Alternative,1.0,1.0,1.3
BOISE,KRVB-FM,Album Adult Alternative,1.7,1.2,1.3
BOISE,KFXD-AM,Rhythmic Contemporary Hit Radio,1.7,0.5,0.9
BOISE,KOAY-FM,Rhythmic Contemporary Hit Radio,0.2,0.5,0.7
BOISE,KSRV-FM HD2,All Sports,0.6,1.0,0.2
BOSTON,WMJX-FM,Adult Contemporary,6.3,5.8,8.3
BOSTON,WBZ-FM,All Sports,8.3,8.5,8.2
BOSTON,WBZ-AM,News Talk Information,5.5,5.8,6.0
BOSTON,WROR-FM,Classic Hits,7.1,5.8,5.9
BOSTON,WWBX-FM,Hot Adult Contemporary,5.6,6.1,5.4
BOSTON,WRKO-AM,News Talk Information,4.1,4.0,5.0
BOSTON,WZLX-FM,Classic Rock,4.5,5.9,4.8
BOSTON,WXKS-FM,Pop Contemporary Hit Radio,4.4,4.7,4.1
BOSTON,WBUR-FM,News Talk Information,4.2,4.2,4.0
BOSTON,WGBH-FM,News Talk Information,4.2,3.9,3.6
BOSTON,WCRB-FM,Classical,3.4,3.8,3.5
BOSTON,WEEI-FM,All Sports,3.8,3.7,3.4
BOSTON,WBQT-FM,Rhythmic AC,2.9,2.7,3.2
BOSTON,WKLB-FM,Country,3.0,2.9,3.2
BOSTON,WJMN-FM,Rhythmic Contemporary Hit Radio,2.7,2.7,2.8
BOSTON,WBGB-FM,Adult Hits,2.5,2.6,2.7
BOSTON,WXRV-FM,Album Adult Alternative,2.0,2.1,2.0
BOSTON,WBWL-FM,New Country,1.6,1.5,1.3
BOSTON,WXLO-FM,Hot Adult Contemporary,1.6,1.4,1.2
BOSTON,WERS-FM,Album Adult Alternative,1.3,1.0,1.1
BOSTON,WMJX-FM Stream,Adult Contemporary,1.1,0.5,0.9
BOSTON,WXKS-AM,News Talk Information,1.1,0.9,0.9
BOSTON,WZRM-FM,Spanish Contemporary,1.0,1.1,0.9
BOSTON,WCCM-AM,Latino Urban,0.2,0.3,0.7
BOSTON,WBOS-FM,News Talk Information,0.8,0.8,0.6
BOSTON,WNNW-AM,Spanish Tropical,0.5,0.6,0.4
BOSTON,WUMB-FM,Album Adult Alternative,0.2,0.1,0.3
BOSTON,WMVX-AM,Classic Hits,0.1,0.1,0.2
BOSTON,WRCA-AM,Classic Rock,0.2,0.1,0.2
BOSTON,WBGB-FM Stream,Adult Hits,0.1,0.1,0.1
BOSTON,WWFX-FM,Classic Rock,0.1,0.1,0.1
BOSTON,WVEI-AM,All Sports,0.1,0.1,*
BOWLING GREEN,WGGC-FM,Country,5.5,5.0,4.4
BOWLING GREEN,WVLE-FM,Adult Contemporary,0.9,0.9,1.8
BOWLING GREEN,WLCK-AM,Southern Gospel,*,0.5,0.4
BRUNSWICK GA,WYNR-FM,Country,6.9,7.1,7.6
BRUNSWICK GA,WGIG-AM,News Talk Information,6.9,7.1,5.1
BRUNSWICK GA,WHFX-FM,Classic Rock,5.7,4.8,5.1
BRUNSWICK GA,WQGA-FM,Hot Adult Contemporary,3.4,3.6,5.1
BRUNSWICK GA,WQBT-FM,Urban Contemporary,3.4,3.6,3.8
BRUNSWICK GA,WBGA-AM,Urban Contemporary,3.4,2.4,1.3
BRYAN-COLLEGE STATION,KBXT-FM,Rhythmic Contemporary Hit Radio,5.4,4.5,6.7
BRYAN-COLLEGE STATION,KTAM-AM,Mexican Regional,4.8,4.5,6.7
BRYAN-COLLEGE STATION,KNFX-FM,Classic Rock,5.4,5.2,6.0
BRYAN-COLLEGE STATION,KAPN-FM,Classic Hits,3.0,4.5,4.7
BRYAN-COLLEGE STATION,KAGG-FM,Country,4.8,5.2,4.0
BRYAN-COLLEGE STATION,KKYS-FM,Hot Adult Contemporary,6.6,7.1,3.4
BRYAN-COLLEGE STATION,KAMU-FM,Variety,3.0,1.9,2.7
BRYAN-COLLEGE STATION,KORA-FM,Country,4.8,3.2,2.0
BRYAN-COLLEGE STATION,KEOS-FM,Alternative,0.6,1.3,1.3
BRYAN-COLLEGE STATION,KVJM-FM,Pop Contemporary Hit Radio,2.4,1.9,1.3
BUFFALO,WYRK-FM,New Country,9.2,10.1,9.0
BUFFALO,WBLK-FM,Urban Contemporary,9.0,9.4,8.6
BUFFALO,WBEN-AM,News Talk Information,6.7,6.3,6.4
BUFFALO,WHTT-FM,Classic Hits,6.7,6.4,6.4
BUFFALO,WKSE-FM,Pop Contemporary Hit Radio,5.8,5.7,6.2
BUFFALO,WGRF-FM,Classic Rock,8.5,7.0,6.0
BUFFALO,WGR-AM,All Sports,5.2,5.5,5.9
BUFFALO,WTSS-FM,Adult Contemporary,4.3,4.2,5.4
BUFFALO,WEDG-FM,Alternative,4.0,3.2,3.3
BUFFALO,WBFO-FM,News Talk Information,2.9,3.0,2.7
BUFFALO,WNED-FM,Classical,1.6,2.1,2.4
BUFFALO,WBUF-FM,Mainstream Rock,1.9,1.5,1.3
BUFFALO,WLKK-FM,Country,1.4,1.6,1.2
BUFFALO,WWWS-AM,Urban Oldies,1.2,0.8,1.1
BUFFALO,WHLD-AM,News Talk Information,0.3,0.9,1.0
BUFFALO,WBBF-AM,Pop Contemporary Hit Radio,0.2,0.2,0.2
BUFFALO,WBFO-FM HD2,Album Adult Alternative,0.2,0.2,0.1
BUFFALO,WBFO-FM HD2 Stream,Album Adult Alternative,*,*,0.1
BUFFALO,WLKK-FM HD2,Hot Adult Contemporary,0.3,0.2,0.1
BUFFALO,WWKB-AM,All Sports,0.1,0.1,0.1
BURLINGTURGON PLATTSBURGH,WVPS-FM,News Talk Information,8.9,8.5,8.1
BURLINGTURGON PLATTSBURGH,WEZF-FM,Hot Adult Contemporary,10.9,6.0,6.8
BURLINGTURGON PLATTSBURGH,WXXX-FM,Pop Contemporary Hit Radio,4.2,6.3,4.5
BURLINGTURGON PLATTSBURGH,WXZO-FM,Oldies,1.9,2.5,2.9
BURLINGTURGON PLATTSBURGH,WVMT-AM,News Talk Information,2.2,2.5,2.6
BURLINGTURGON PLATTSBURGH,WJKS-FM,Country,1.3,0.7,1.9
BURLINGTURGON PLATTSBURGH,WOXR-FM,Classical,1.3,2.1,1.9
BURLINGTURGON PLATTSBURGH,WCPV-FM,Country,1.3,0.7,1.6
BURLINGTURGON PLATTSBURGH,WVTK-FM,Classic Hits,2.2,0.4,1.3
BURLINGTURGON PLATTSBURGH,WCVT-FM,Classic Hits,1.3,1.8,1.0
BURLINGTURGON PLATTSBURGH,WXLU-FM,Variety,0.6,0.7,1.0
BURLINGTURGON PLATTSBURGH,WNBZ-FM,Classic Hits,1.6,0.4,0.6
BURLINGTURGON PLATTSBURGH,WWFK-FM,Classic Rock,0.3,0.4,0.6
BURLINGTURGON PLATTSBURGH,WCEL-FM,News Talk Information,*,*,0.3
BURLINGTURGON PLATTSBURGH,WDEV-FM,News Talk Information,*,0.4,0.3
BURLINGTURGON PLATTSBURGH,WEAV-AM,All Sports,0.3,0.7,0.3
BURLINGTURGON PLATTSBURGH,WOXM-FM,Classical,*,0.4,0.3
BURLINGTURGON PLATTSBURGH,WSNO-FM,Adult Contemporary,*,0.4,0.3
BURLINGTURGON PLATTSBURGH,WVPS-FM HD2,Classical,0.3,*,0.3
BURLINGTURGON PLATTSBURGH,WVPS-FM HD3,News Talk Information,*,*,0.3
BURLINGTURGON PLATTSBURGH,WVTX-FM,Classical,*,*,0.3
BURLINGTURGON PLATTSBURGH,WXLL-FM,Variety,*,0.4,0.3
BURLINGTURGON PLATTSBURGH,WAMC-FM Stream,News Talk Information,*,*,*
BURLINGTURGON PLATTSBURGH,WCVT-FM Stream,Classic Hits,*,0.4,*
BURLINGTURGON PLATTSBURGH,WOXR-FM Stream,Classical,*,*,*
BURLINGTURGON PLATTSBURGH,WRVT-FM,News Talk Information,0.6,*,*
BURLINGTURGON PLATTSBURGH,WVPR-FM,News Talk Information,0.3,0.4,*
BURLINGTURGON PLATTSBURGH,WVPS-FM Stream,News Talk Information,*,0.4,*
CANTON,WHOF-FM,Classic Hits,7.2,6.3,6.2
CANTON,WRQK-FM,Classic Rock,5.7,5.4,5.6
CANTON,WDJQ-FM,Pop Contemporary Hit Radio,3.6,4.4,4.3
CANTON,WHBC-AM,News Talk Information,4.2,4.4,3.4
CANTON,WHBC-FM,Hot Adult Contemporary,3.9,3.2,3.4
CANTON,WHOF-FM HD2,Country,2.1,1.3,1.5
CANTON,WDPN-AM,Soft Adult Contemporary,1.2,0.9,0.9
CANTON,WHOF-FM HD2 Stream,Country,0.3,*,*
CAPE COD MA,WXTK-FM,News Talk Information,8.7,8.7,8.6
CAPE COD MA,WCAI-FM,News Talk Information,5.4,5.6,6.0
CAPE COD MA,WPXC-FM,Mainstream Rock,5.8,4.8,4.3
CAPE COD MA,WCIB-FM,Classic Hits,4.1,4.8,3.9
CAPE COD MA,WKFY-FM,Nostalgia,2.9,3.5,3.9
CAPE COD MA,WMVY-FM,Album Adult Alternative,5.4,3.9,3.9
CAPE COD MA,WEII-FM,All Sports,2.9,2.6,3.0
CAPE COD MA,WCOD-FM,Hot Adult Contemporary,4.1,3.0,2.6
CAPE COD MA,WGBH-FM,News Talk Information,1.7,2.2,2.6
CAPE COD MA,WHYA-FM,Pop Contemporary Hit Radio,2.5,2.6,2.6
CAPE COD MA,WFRQ-FM,Adult Hits,2.1,2.2,2.2
CAPE COD MA,WBUR-FM,News Talk Information,1.7,1.7,1.7
CAPE COD MA,WGTX-AM+,Classic Hits,1.7,1.3,0.9
CAPE COD MA,WGTX-FM,Classic Hits,0.4,0.9,0.9
CAPE COD MA,WBUA-FM,News Talk Information,0.4,0.4,0.4
CEDAR RAPIDS,KHAK-FM,Country,10.1,11.2,12.3
CEDAR RAPIDS,KZIA-FM,Pop Contemporary Hit Radio,7.6,10.7,10.5
CEDAR RAPIDS,KOKZ-FM,Classic Hits,8.2,7.9,6.8
CEDAR RAPIDS,KNWS-FM,Christian Adult Contemporary,4.4,3.9,5.6
CEDAR RAPIDS,WMT-AM,News Talk Information,3.8,5.6,5.6
CEDAR RAPIDS,KRNA-FM,Classic Rock,5.1,3.4,4.9
CEDAR RAPIDS,KDAT-FM,Adult Contemporary,7.6,5.6,4.3
CEDAR RAPIDS,KFMW-FM,Active Rock,5.7,5.1,4.3
CEDAR RAPIDS,KKSY-FM,Country,5.1,4.5,4.3
CEDAR RAPIDS,KKRQ-FM,Classic Hits,3.8,3.4,3.7
CEDAR RAPIDS,KUNI-FM,News Talk Information,4.4,3.9,3.7
CEDAR RAPIDS,KCCK-FM,Jazz,1.9,1.7,1.9
CEDAR RAPIDS,KGYM-AM,All Sports,1.9,1.1,1.9
CEDAR RAPIDS,KZIA-FM HD2,Classic Rock,*,1.1,1.9
CEDAR RAPIDS,KOSY-FM,Rhythmic Contemporary Hit Radio,0.6,1.1,1.2
CEDAR RAPIDS,KSUI-FM,Classical,2.5,1.1,1.2
CEDAR RAPIDS,KXEL-AM,News Talk Information,0.6,2.2,1.2
CEDAR RAPIDS,KZIA-FM HD4,Alternative,*,1.7,1.2
CEDAR RAPIDS,KMJM-AM,Oldies,*,0.6,0.6
CEDAR RAPIDS,KXIC-AM,All Sports,0.6,0.6,0.6
CEDAR RAPIDS,WSUI-AM,News Talk Information,0.6,*,*
CHARLESTON SC,WWWZ-FM,Urban Contemporary,7.7,8.1,8.8
CHARLESTON SC,WXST-FM,Urban Adult Contemporary,9.4,9.0,8.0
CHARLESTON SC,WEZL-FM,Country,3.8,4.4,4.8
CHARLESTON SC,WAVF-FM,Adult Hits,3.6,4.1,4.7
CHARLESTON SC,WXLY-FM,Adult Contemporary,4.4,4.7,4.5
CHARLESTON SC,WCKN-FM,Country,5.7,5.5,4.3
CHARLESTON SC,WMGL-FM,Urban Adult Contemporary,3.9,3.1,4.3
CHARLESTON SC,WSCC-FM,News Talk Information,2.5,3.6,3.7
CHARLESTON SC,WMXZ-FM,Hot Adult Contemporary,3.4,3.7,3.5
CHARLESTON SC,WALC-FM,Contemporary Christian,*,2.3,2.9
CHARLESTON SC,WRFQ-FM,Classic Rock,2.6,2.2,2.6
CHARLESTON SC,WSSX-FM,Pop Contemporary Hit Radio,4.3,3.4,2.6
CHARLESTON SC,WIWF-FM,Classic Hits,3.0,3.0,2.4
CHARLESTON SC,WYBB-FM,Active Rock,2.0,1.4,2.4
CHARLESTON SC,WSCI-FM,Classical,2.1,1.9,1.9
CHARLESTON SC,WCOO-FM,Album Adult Alternative,1.8,1.9,1.4
CHARLESTON SC,WTMA-AM,News Talk Information,1.6,2.0,1.3
CHARLESTON SC,WSPO-AM,Gospel,1.6,1.6,1.1
CHARLESTON SC,WXST-F2+,Urban Contemporary,1.0,0.9,1.0
CHARLESTON SC,WXLY-F2+,Religious,*,0.2,0.2
CHARLESTON WV,WQBE-FM,Country,14.4,13.8,13.8
CHARLESTON WV,WVAF-FM,Adult Contemporary,7.9,11.8,11.3
CHARLESTON WV,WKLC-FM,Mainstream Rock,9.4,8.4,8.7
CHARLESTON WV,WKWS-FM,Classic Country,5.4,6.4,7.7
CHARLESTON WV,WVSR-FM,Pop Contemporary Hit Radio,9.4,8.9,7.2
CHARLESTON WV,WRVZ-FM,Rhythmic Contemporary Hit Radio,5.9,4.4,4.6
CHARLESTON WV,WCHS-AM,News Talk Information,4.0,3.4,4.1
CHARLESTON WV,WCST-FM,Classic Rock,*,1.0,3.6
CHARLESTON WV,WMXE-FM,Classic Hits,4.0,3.9,3.1
CHARLESTON WV,WYNL-FM,Contemporary Christian,1.5,2.0,1.0
CHARLESTON WV,WWQB-FM,Classic Hits,*,0.5,0.5
CHARLESTON WV,WJYP-AM,All Sports,0.5,0.5,*
CHARLESTON WV,WSWW-AM,All Sports,*,0.5,*
CHARLESTON WV,WVTS-AM,News Talk Information,1.0,0.5,*
CHARLOTTE-GASTONIA-ROCKHILL,WBAV-FM,Urban Adult Contemporary,7.1,6.7,6.1
CHARLOTTE-GASTONIA-ROCKHILL,WKQC-FM,Classic Hits,4.7,5.0,5.7
CHARLOTTE-GASTONIA-ROCKHILL,WOSF-FM,Urban Oldies,4.9,4.8,5.7
CHARLOTTE-GASTONIA-ROCKHILL,WSOC-FM,Country,6.6,6.3,5.6
CHARLOTTE-GASTONIA-ROCKHILL,WFAE-FM,News Talk Information,4.1,5.0,5.5
CHARLOTTE-GASTONIA-ROCKHILL,WKKT-FM,Country,5.7,5.3,5.5
CHARLOTTE-GASTONIA-ROCKHILL,WLKO-FM,Adult Hits,8.8,8.3,5.3
CHARLOTTE-GASTONIA-ROCKHILL,WEND-FM,Alternative,4.8,5.1,5.1
CHARLOTTE-GASTONIA-ROCKHILL,WPEG-FM,Urban Contemporary,4.9,5.5,5.1
CHARLOTTE-GASTONIA-ROCKHILL,WLNK-FM,Adult Contemporary,3.0,3.8,4.5
CHARLOTTE-GASTONIA-ROCKHILL,WFNZ-FM,All Sports,3.2,3.1,4.3
CHARLOTTE-GASTONIA-ROCKHILL,WXRC-FM,Classic Hits,5.5,4.8,4.1
CHARLOTTE-GASTONIA-ROCKHILL,WBT-AM,News Talk Information,5.2,3.5,3.8
CHARLOTTE-GASTONIA-ROCKHILL,WRFX-FM,Classic Rock,3.6,2.8,3.8
CHARLOTTE-GASTONIA-ROCKHILL,WHQC-FM,Pop Contemporary Hit Radio,2.7,2.8,3.1
CHARLOTTE-GASTONIA-ROCKHILL,WNKS-FM,Pop Contemporary Hit Radio,2.9,3.0,2.7
CHARLOTTE-GASTONIA-ROCKHILL,WPZS-FM,Gospel,1.8,2.2,2.4
CHARLOTTE-GASTONIA-ROCKHILL,WDAV-FM,Classical,2.3,1.5,1.5
CHARLOTTE-GASTONIA-ROCKHILL,WOLS-FM,Mexican Regional,1.2,1.0,1.2
CHARLOTTE-GASTONIA-ROCKHILL,WSOC-FM HD3,Spanish Tropical,0.4,0.8,1.0
CHARLOTTE-GASTONIA-ROCKHILL,WNSC-FM,News Talk Information,0.8,1.1,0.6
CHARLOTTE-GASTONIA-ROCKHILL,WLFJ-FM,Contemporary Christian,0.5,0.4,0.4
CHARLOTTE-GASTONIA-ROCKHILL,WOSF-FM HD2,Urban Contemporary,0.1,0.2,0.2
CHARLOTTE-GASTONIA-ROCKHILL,WGSP-FM,Spanish Contemporary,0.2,0.2,0.1
CHARLOTTE-GASTONIA-ROCKHILL,WSGE-FM,Album Adult Alternative,0.1,0.1,0.1
CHARLOTTE-GASTONIA-ROCKHILL,WXNC-AM,Mexican Regional,0.2,0.1,0.1
CHATANOOGA,WSKZ-FM,Classic Rock,14.1,11.7,10.7
CHATANOOGA,WUSY-FM,Country,10.0,9.1,10.6
CHATANOOGA,WDEF-FM,Adult Contemporary,10.4,9.7,8.9
CHATANOOGA,WJTT-FM,Urban Contemporary,6.0,6.1,5.6
CHATANOOGA,WDOD-FM,Pop Contemporary Hit Radio,3.3,4.5,4.6
CHATANOOGA,WKXJ-FM,Pop Contemporary Hit Radio,3.2,4.3,4.0
CHATANOOGA,WUUQ-FM,Classic Country,3.2,4.3,3.3
CHATANOOGA,WRXR-FM,Active Rock,1.9,2.0,2.6
CHATANOOGA,WMPZ-FM,Urban Adult Contemporary,3.2,2.8,2.4
CHATANOOGA,WGOW-FM,News Talk Information,2.6,2.2,2.0
CHATANOOGA,WLND-FM,Adult Hits,1.8,1.5,1.8
CHATANOOGA,WUTC-FM,News Talk Information,2.3,2.8,1.8
CHATANOOGA,WALV-FM,All Sports,0.5,0.6,0.9
CHATANOOGA,WGOW-AM,News Talk Information,0.7,0.4,0.7
CHATANOOGA,WOGT-FM,New Country,1.6,1.5,0.7
CHATANOOGA,WUSY-F2+,Urban Contemporary,0.4,0.4,0.2
CHATANOOGA,WXCT-AM,Album Adult Alternative,0.5,0.4,0.2
CHEYENNE WY,KOLT-FM,Country,10.0,8.8,8.8
CHEYENNE WY,KIGN-FM,Classic Hits,7.5,8.8,7.5
CHEYENNE WY,KRAN-FM,Classic Country,6.3,6.3,7.5
CHEYENNE WY,KUWR-FM,News Talk Information,3.8,3.8,5.0
CHEYENNE WY,KGAB-AM,News Talk Information,3.8,2.5,3.8
CHEYENNE WY,KLEN-FM,Pop Contemporary Hit Radio,2.5,2.5,3.8
CHEYENNE WY,KRRR-FM,Classic Hits,5.0,5.0,3.8
CHEYENNE WY,KAZY-FM,Active Rock,2.5,2.5,2.5
CHEYENNE WY,KOLT-FM HD2,Adult Contemporary,1.3,2.5,2.5
